date,store,product,sales,forecast,error
2012-01-13,14,67,8987.46,8584.050879466746,403.4091205332534
2012-01-20,14,67,9568.78,9268.664200050203,300.1157999497973
2012-01-27,14,67,9724.77,10019.213601989471,-294.44360198947106
2012-02-03,14,67,13969.98,11055.375127241541,2914.6048727584584
2012-02-10,14,67,21633.98,17668.675747254656,3965.3042527453435
2012-02-17,14,67,35668.0,24016.521546316086,11651.478453683914
2012-02-24,14,67,10903.25,15827.16379458806,-4923.913794588059
2012-03-02,14,67,10968.25,10245.587051873325,722.6629481266755
2012-03-09,14,67,11751.77,11023.574016446086,728.1959835539146
2012-03-16,14,67,13153.06,11542.92013154145,1610.1398684585492
2012-03-23,14,67,10994.24,11807.15136914039,-812.9113691403909
2012-03-30,14,67,13007.89,12272.67200061126,735.2179993887403
2012-04-06,14,67,19542.4,12215.966801476361,7326.43319852364
2012-04-13,14,67,14004.82,12217.678674493407,1787.1413255065927
2012-04-20,14,67,10818.89,14154.366124740109,-3335.4761247401093
2012-04-27,14,67,12173.55,11974.785492521483,198.76450747851595
2012-05-04,14,67,15656.03,15799.720715344498,-143.69071534449722
2012-05-11,14,67,30820.72,16781.155955521066,14039.564044478935
2012-05-18,14,67,31280.99,17884.985305913815,13396.004694086187
2012-05-25,14,67,12573.43,16069.377329829376,-3495.947329829376
2012-06-01,14,67,12604.18,12577.58707970827,26.59292029173048
2012-06-08,14,67,18271.56,13254.766433866884,5016.793566133118
2012-06-15,14,67,25760.02,19109.940798742082,6650.079201257919
2012-06-22,14,67,19325.53,21991.22287335937,-2665.6928733593704
2012-06-29,14,67,11079.39,11246.83013109402,-167.44013109402113
2012-07-06,14,67,11847.51,10835.060668585083,1012.4493314149167
2012-07-13,14,67,9077.02,11674.777379823194,-2597.7573798231933
2012-07-20,14,67,10004.06,9361.166594686789,642.8934053132107
2012-07-27,14,67,9462.33,9989.011839450783,-526.6818394507827
2012-08-03,14,67,9298.69,10304.00046218611,-1005.3104621861094
2012-08-10,14,67,10155.84,9687.349882580662,468.4901174193383
2012-08-17,14,67,9868.58,10108.701252745293,-240.12125274529353
2012-08-24,14,67,9747.16,10174.868640966,-427.70864096600053
2012-08-31,14,67,7986.71,10154.173455452525,-2167.4634554525246
2012-09-07,14,67,9763.61,9466.543250782006,297.0667492179946
2012-09-14,14,67,9587.41,9875.064865885362,-287.6548658853626
2012-09-21,14,67,9666.25,9966.437908490001,-300.18790849000106
2012-09-28,14,67,9962.24,10016.965788869427,-54.72578886942756
2012-10-05,14,67,10933.0,10857.538891918284,75.46110808171579
2012-10-12,14,67,11101.56,10681.460881049921,420.09911895007826
2012-10-19,14,67,10653.97,10777.526842810401,-123.55684281040158
2012-10-26,14,67,11561.23,10688.117157313767,873.1128426862324
2012-01-06,14,71,9944.27,10550.509258653516,-606.2392586535152
2012-01-13,14,71,8245.82,9157.5821299154,-911.7621299153998
2012-01-20,14,71,10351.25,8616.460813582255,1734.7891864177454
2012-01-27,14,71,8586.0,10047.352356455865,-1461.3523564558654
2012-02-03,14,71,10550.32,10056.111433650896,494.2085663491034
2012-02-10,14,71,13020.95,10742.117831668096,2278.8321683319045
2012-02-17,14,71,12925.82,12228.305445051452,697.5145549485478
2012-02-24,14,71,13193.67,11410.221824720005,1783.4481752799948
2012-03-02,14,71,13343.99,10985.27230804899,2358.7176919510093
2012-03-09,14,71,11531.54,11199.445261786259,332.09473821374195
2012-03-16,14,71,9807.68,11505.384423641404,-1697.704423641404
2012-03-23,14,71,10521.77,9784.150383905739,737.6196160942618
2012-03-30,14,71,8471.86,10872.193154970719,-2400.333154970718
2012-04-06,14,71,10539.85,9444.524429856314,1095.3255701436865
2012-04-13,14,71,8046.42,10144.174314455327,-2097.7543144553274
2012-04-20,14,71,7009.02,9120.468284718709,-2111.4482847187082
2012-04-27,14,71,8109.79,7675.5243187267015,434.26568127329847
2012-05-04,14,71,9163.43,8551.760618035443,611.669381964557
2012-05-11,14,71,9245.47,8220.599255538691,1024.8707444613083
2012-05-18,14,71,8581.33,8628.805302673634,-47.47530267363436
2012-05-25,14,71,6876.81,8754.086325274578,-1877.276325274578
2012-06-01,14,71,8215.09,7877.646167465186,337.44383253481374
2012-06-08,14,71,9594.35,8546.838318572874,1047.511681427126
2012-06-15,14,71,6643.95,9065.56701061851,-2421.61701061851
2012-06-22,14,71,10094.75,7509.634176178765,2585.1158238212347
2012-06-29,14,71,9395.88,9128.833222427327,267.046777572672
2012-07-06,14,71,8841.24,9520.745312333758,-679.5053123337584
2012-07-13,14,71,8008.21,8965.390916262359,-957.1809162623586
2012-07-20,14,71,8933.42,8548.673624215697,384.7463757843034
2012-07-27,14,71,7757.72,9085.572987518719,-1327.8529875187187
2012-08-03,14,71,9127.11,8636.749311978276,490.36068802172485
2012-08-10,14,71,9951.89,9183.288709635131,768.601290364868
2012-08-17,14,71,7973.84,9871.88185117049,-1898.0418511704902
2012-08-24,14,71,9219.51,8920.244831012167,299.265168987833
2012-08-31,14,71,11176.47,9467.615936969773,1708.8540630302268
2012-09-07,14,71,9723.32,10909.49880435779,-1186.1788043577908
2012-09-14,14,71,6790.49,9291.73388518026,-2501.24388518026
2012-09-21,14,71,5558.1,7836.025516942131,-2277.9255169421303
2012-09-28,14,71,5814.41,6244.66584465339,-430.25584465339034
2012-10-05,14,71,7446.77,6840.160585098445,606.6094149015553
2012-10-12,14,71,6951.9,7104.945445805654,-153.0454458056547
2012-10-19,14,71,7120.56,7195.595926445835,-75.03592644583478
2012-10-26,14,71,6073.54,7067.344122667558,-993.8041226675577
2012-01-06,14,72,65662.57,97091.27526007335,-31428.705260073344
2012-01-13,14,72,67443.57,81708.97976981582,-14265.409769815815
2012-01-20,14,72,84596.17,75269.38177344123,9326.788226558769
2012-01-27,14,72,71826.56,78780.79829933816,-6954.238299338162
2012-02-03,14,72,98341.67,91635.44728659117,6706.222713408832
2012-02-10,14,72,106485.52,92397.2648572963,14088.25514270371
2012-02-17,14,72,106485.52,99964.83083563921,6520.689164360796
2012-02-24,14,72,99127.73,91556.67625994513,7571.053740054864
2012-03-02,14,72,91151.99,100476.45869378603,-9324.468693786024
2012-03-09,14,72,87827.03,93275.18871855664,-5448.158718556646
2012-03-16,14,72,100348.6,87194.07138698202,13154.528613017988
2012-03-23,14,72,75840.28,87132.36065026959,-11292.080650269592
2012-03-30,14,72,67829.46,80205.54414023906,-12376.08414023905
2012-04-06,14,72,77890.13,81987.98246878301,-4097.852468783007
2012-04-13,14,72,79221.98,77042.05679728783,2179.9232027121616
2012-04-20,14,72,62131.74,78738.59925776784,-16606.859257767843
2012-04-27,14,72,71754.41,72085.39840501368,-330.9884050136752
2012-05-04,14,72,65886.39,73622.62886278273,-7736.238862782731
2012-05-11,14,72,71695.63,75272.86140470393,-3577.2314047039254
2012-05-18,14,72,78206.16,67873.75616153545,10332.403838464554
2012-05-25,14,72,63371.13,72710.7577422404,-9339.627742240402
2012-06-01,14,72,71190.4,68526.30826729359,2664.091732706409
2012-06-08,14,72,68447.98,72790.9157091869,-4342.935709186902
2012-06-15,14,72,77074.46,76397.76841015843,676.6915898415755
2012-06-22,14,72,66165.16,75617.05919740789,-9451.899197407882
2012-06-29,14,72,56808.72,71085.59195203187,-14276.87195203187
2012-07-06,14,72,60089.2,70981.20941962492,-10892.009419624927
2012-07-13,14,72,58637.55,67435.23195586208,-8797.681955862077
2012-07-20,14,72,54189.98,62891.140073272065,-8701.160073272062
2012-07-27,14,72,57044.62,58165.03907209169,-1120.4190720916886
2012-08-03,14,72,60050.39,65543.07834127701,-5492.688341277011
2012-08-10,14,72,59961.61,64494.38316412911,-4532.77316412911
2012-08-17,14,72,75391.22,64926.3906044786,10464.829395521403
2012-08-24,14,72,65670.59,70279.41076498256,-4608.820764982564
2012-08-31,14,72,72635.27,65375.72169591171,7259.548304088297
2012-09-07,14,72,73279.48,73555.95891635562,-276.478916355627
2012-09-14,14,72,65689.96,72989.16150560032,-7299.201505600315
2012-09-21,14,72,79630.3,69090.30617147606,10539.993828523948
2012-09-28,14,72,90215.88,68789.87617295825,21426.003827041757
2012-10-05,14,72,89332.43,75076.60027796942,14255.829722030569
2012-10-12,14,72,72917.39,75009.18793134921,-2091.7979313492106
2012-10-19,14,72,69389.31,80338.07849168092,-10948.768491680923
2012-10-26,14,72,63071.17,75297.63414759206,-12226.464147592065
2012-01-06,14,74,32293.82,26777.96675843083,5515.85324156917
2012-01-13,14,74,29259.28,28524.727846231715,734.5521537682835
2012-01-20,14,74,22694.6,27146.89360384924,-4452.293603849241
2012-01-27,14,74,20039.37,22228.37516177562,-2189.0051617756217
2012-02-03,14,74,26168.57,20868.94117916568,5299.628820834321
2012-02-10,14,74,27259.77,26079.845334338526,1179.9246656614741
2012-02-17,14,74,25693.07,26834.0844602607,-1141.0144602606997
2012-02-24,14,74,27937.27,25746.31332766001,2190.956672339991
2012-03-02,14,74,31355.6,28353.559792560965,3002.040207439033
2012-03-09,14,74,29765.74,28256.592866300245,1509.1471336997565
2012-03-16,14,74,26523.57,28103.908236715903,-1580.338236715903
2012-03-23,14,74,23277.21,26462.557094444313,-3185.3470944443143
2012-03-30,14,74,26744.76,24692.18361069015,2052.5763893098483
2012-04-06,14,74,25406.79,27073.656077204025,-1666.866077204024
2012-04-13,14,74,22161.77,25952.32620149295,-3790.556201492949
2012-04-20,14,74,22215.76,23821.85790508959,-1606.0979050895912
2012-04-27,14,74,22225.54,22825.123984727525,-599.5839847275238
2012-05-04,14,74,22945.29,23670.024879649704,-724.7348796497026
2012-05-11,14,74,24861.14,23134.354371462246,1726.785628537753
2012-05-18,14,74,21335.2,24665.780481014477,-3330.5804810144764
2012-05-25,14,74,25006.5,22688.739611719364,2317.760388280636
2012-06-01,14,74,26200.22,25861.75430270943,338.4656972905723
2012-06-08,14,74,23157.77,25812.625097673088,-2654.8550976730876
2012-06-15,14,74,20252.61,24371.89748966508,-4119.287489665079
2012-06-22,14,74,17090.55,22143.227950038785,-5052.677950038786
2012-06-29,14,74,20340.26,21597.016281324362,-1256.756281324364
2012-07-06,14,74,20528.86,21821.330680672774,-1292.4706806727736
2012-07-13,14,74,18858.72,20896.350221885237,-2037.630221885236
2012-07-20,14,74,20318.56,19650.317001842723,668.2429981572786
2012-07-27,14,74,20188.5,20397.808914593792,-209.308914593792
2012-08-03,14,74,21515.22,21378.809184884158,136.41081511584343
2012-08-10,14,74,22534.27,20464.594932504653,2069.6750674953473
2012-08-17,14,74,24101.43,23128.36373395551,973.0662660444905
2012-08-24,14,74,22471.63,25159.101343165054,-2687.4713431650525
2012-08-31,14,74,23001.06,21608.070509367724,1392.989490632277
2012-09-07,14,74,26196.39,25080.83310907089,1115.5568909291105
2012-09-14,14,74,19217.69,24492.978215267176,-5275.288215267177
2012-09-21,14,74,17434.35,21043.24988041974,-3608.89988041974
2012-09-28,14,74,15525.04,19413.40009139382,-3888.3600913938208
2012-10-05,14,74,18252.83,19141.675688071457,-888.8456880714548
2012-10-12,14,74,18517.67,18489.374149500993,28.29585049900561
2012-10-19,14,74,15857.37,18633.673397722447,-2776.303397722446
2012-10-26,14,74,16896.59,16540.03485839673,356.55514160326857
2012-02-17,14,77,198.0,94.90536779172777,103.09463220827223
2012-01-06,14,79,35119.7,35152.3878491066,-32.68784910660179
2012-01-13,14,79,33126.18,33608.59677431,-482.416774309997
2012-01-20,14,79,33379.58,35246.65138862814,-1867.0713886281374
2012-01-27,14,79,34594.53,32078.090821424503,2516.439178575496
2012-02-03,14,79,39447.39,36519.60451868975,2927.785481310246
2012-02-10,14,79,43086.98,37609.08545628062,5477.894543719383
2012-02-17,14,79,40449.82,39492.20045669358,957.6195433064204
2012-02-24,14,79,41660.28,39112.65614670678,2547.6238532932184
2012-03-02,14,79,42460.6,42096.84470710308,363.7552928969162
2012-03-09,14,79,43445.16,40657.73385350884,2787.4261464911615
2012-03-16,14,79,39127.5,40033.90884630443,-906.4088463044318
2012-03-23,14,79,36970.96,37946.91113683747,-975.9511368374733
2012-03-30,14,79,34674.9,39486.02993485436,-4811.129934854362
2012-04-06,14,79,44356.88,39962.58324757771,4394.296752422284
2012-04-13,14,79,35562.5,38372.24335311985,-2809.7433531198476
2012-04-20,14,79,35925.95,36746.29304714684,-820.3430471468455
2012-04-27,14,79,35709.93,35335.85292041538,374.07707958461833
2012-05-04,14,79,39117.58,39900.48643358674,-782.906433586737
2012-05-11,14,79,38010.33,35452.663566552095,2557.6664334479065
2012-05-18,14,79,35628.92,36564.557878744694,-935.6378787446956
2012-05-25,14,79,39852.33,36286.70173636486,3565.628263635139
2012-06-01,14,79,41240.21,39745.682292082995,1494.5277079170046
2012-06-08,14,79,46489.56,40279.589876584636,6209.970123415362
2012-06-15,14,79,34562.74,41171.048886302764,-6608.308886302766
2012-06-22,14,79,29664.76,37741.63925917905,-8076.879259179052
2012-06-29,14,79,30663.31,35302.09193185747,-4638.781931857466
2012-07-06,14,79,35809.94,37042.12443850921,-1232.1844385092045
2012-07-13,14,79,31399.49,33762.91839579556,-2363.4283957955595
2012-07-20,14,79,30986.72,31637.893054001182,-651.1730540011813
2012-07-27,14,79,32211.55,31172.705692144493,1038.8443078555065
2012-08-03,14,79,30644.82,35648.696312837084,-5003.876312837085
2012-08-10,14,79,33211.29,32803.08556376953,408.2044362304732
2012-08-17,14,79,30565.43,33333.471699083864,-2768.041699083864
2012-08-24,14,79,31436.94,32397.469575942185,-960.529575942186
2012-08-31,14,79,32217.78,31254.097183758353,963.6828162416459
2012-09-07,14,79,38579.49,34989.87240037805,3589.6175996219463
2012-09-14,14,79,31745.47,32351.802318566282,-606.3323185662812
2012-09-21,14,79,31048.9,33310.15843785526,-2261.2584378552565
2012-09-28,14,79,27985.78,31596.123950228997,-3610.3439502289984
2012-10-05,14,79,32396.71,35772.41290739704,-3375.7029073970407
2012-10-12,14,79,32134.27,32798.34316736352,-664.07316736352
2012-10-19,14,79,28133.28,32831.50599963655,-4698.225999636554
2012-10-26,14,79,28966.89,29717.458751894603,-750.5687518946033
2012-01-06,14,80,36633.28,31341.80670790197,5291.473292098028
2012-01-13,14,80,34106.29,35258.027566722514,-1151.7375667225133
2012-01-20,14,80,34976.72,34909.888205262156,66.83179473784548
2012-01-27,14,80,32125.15,33179.501168564915,-1054.3511685649137
2012-02-03,14,80,35617.74,36469.03742818021,-851.297428180209
2012-02-10,14,80,38444.59,35377.88123245474,3066.7087675452567
2012-02-17,14,80,33326.93,37082.66725777955,-3755.737257779547
2012-02-24,14,80,34205.19,35255.79514295749,-1050.6051429574873
2012-03-02,14,80,35816.06,37408.01069555961,-1591.9506955596153
2012-03-09,14,80,36719.37,37101.84122737739,-382.4712273773839
2012-03-16,14,80,32898.31,36771.05234540165,-3872.7423454016534
2012-03-23,14,80,30813.02,35424.192494588286,-4611.172494588285
2012-03-30,14,80,32624.95,33002.51160602076,-377.5616060207576
2012-04-06,14,80,38285.97,34821.20920974754,3464.7607902524614
2012-04-13,14,80,31330.01,34508.73817986566,-3178.7281798656586
2012-04-20,14,80,34416.78,33287.22290087323,1129.5570991267668
2012-04-27,14,80,33815.5,32573.962268864943,1241.5377311350567
2012-05-04,14,80,36280.37,37128.20037494464,-847.830374944635
2012-05-11,14,80,35060.41,35272.970995338575,-212.56099533857196
2012-05-18,14,80,34281.59,36634.20749201045,-2352.617492010453
2012-05-25,14,80,36989.15,36367.97320964645,621.176790353551
2012-06-01,14,80,34717.24,38133.23038638926,-3415.9903863892614
2012-06-08,14,80,37919.13,37343.79670310856,575.3332968914401
2012-06-15,14,80,34193.5,37769.22314944423,-3575.7231494442312
2012-06-22,14,80,30088.5,36238.083607766675,-6149.583607766675
2012-06-29,14,80,29291.76,33738.70934087418,-4446.94934087418
2012-07-06,14,80,33633.06,34526.52187178252,-893.4618717825215
2012-07-13,14,80,28653.38,33663.30655401893,-5009.926554018926
2012-07-20,14,80,29808.68,30092.57276563455,-283.8927656345513
2012-07-27,14,80,28576.1,30135.912794958967,-1559.8127949589689
2012-08-03,14,80,29828.6,32068.05489286275,-2239.454892862752
2012-08-10,14,80,31101.81,32034.507879503442,-932.6978795034411
2012-08-17,14,80,28883.91,32003.742055189243,-3119.832055189243
2012-08-24,14,80,28432.72,29335.198508365374,-902.4785083653733
2012-08-31,14,80,27894.81,30169.810830429386,-2275.000830429384
2012-09-07,14,80,33551.01,31614.813145358454,1936.1968546415483
2012-09-14,14,80,29475.62,32307.162721840872,-2831.542721840873
2012-09-21,14,80,29092.51,29343.717814125583,-251.20781412558426
2012-09-28,14,80,28228.75,28953.025842217183,-724.2758422171828
2012-10-05,14,80,32348.75,31916.703548014604,432.04645198539583
2012-10-12,14,80,29475.76,31970.045606015632,-2494.2856060156337
2012-10-19,14,80,28856.34,29247.438436482276,-391.09843648227616
2012-10-26,14,80,30902.07,28972.75829656221,1929.3117034377901
2012-01-06,14,81,39324.06,32560.727849408784,6763.332150591214
2012-01-13,14,81,36521.2,36555.55746414819,-34.35746414819005
2012-01-20,14,81,38098.29,37550.82667006679,547.4633299332127
2012-01-27,14,81,32779.61,37051.03497589218,-4271.42497589218
2012-02-03,14,81,38928.17,38335.96545489268,592.2045451073209
2012-02-10,14,81,38994.21,36550.896113373514,2443.3138866264853
2012-02-17,14,81,36144.14,38048.264435796176,-1904.1244357961768
2012-02-24,14,81,35738.88,36745.513256936756,-1006.6332569367587
2012-03-02,14,81,36542.05,39208.6360314201,-2666.586031420098
2012-03-09,14,81,39981.05,37831.208532181045,2149.8414678189583
2012-03-16,14,81,37151.06,38476.43712506516,-1325.3771250651625
2012-03-23,14,81,35254.67,37271.89519375454,-2017.2251937545443
2012-03-30,14,81,35915.93,37524.08737353389,-1608.1573735338898
2012-04-06,14,81,41956.98,38468.225693230124,3488.754306769879
2012-04-13,14,81,34045.91,39820.47094483729,-5774.560944837285
2012-04-20,14,81,38820.66,37254.33780955362,1566.3221904463862
2012-04-27,14,81,37574.03,38051.96334994607,-477.93334994606994
2012-05-04,14,81,41480.64,40010.41434886456,1470.2256511354426
2012-05-11,14,81,40012.67,39870.96623251941,141.7037674805906
2012-05-18,14,81,36382.39,39991.201372402036,-3608.811372402037
2012-05-25,14,81,41998.87,37881.98423188676,4116.885768113243
2012-06-01,14,81,40542.18,40259.53298606572,282.6470139342782
2012-06-08,14,81,43125.6,40888.47931361991,2237.120686380091
2012-06-15,14,81,36956.04,40517.58011927097,-3561.5401192709687
2012-06-22,14,81,31544.26,40404.115311432455,-8859.855311432457
2012-06-29,14,81,31273.46,36068.58681572543,-4795.126815725431
2012-07-06,14,81,38462.39,36408.890282623564,2053.499717376435
2012-07-13,14,81,30650.95,36090.56632935276,-5439.616329352761
2012-07-20,14,81,32700.45,32237.506237174526,462.94376282547455
2012-07-27,14,81,29501.33,33454.69766714018,-3953.367667140177
2012-08-03,14,81,31680.92,34474.99316158595,-2794.073161585955
2012-08-10,14,81,32893.33,33112.180320509484,-218.85032050948212
2012-08-17,14,81,30455.74,33035.994758207366,-2580.254758207364
2012-08-24,14,81,29636.65,32684.29445137795,-3047.6444513779497
2012-08-31,14,81,29221.59,31019.041775280028,-1797.4517752800275
2012-09-07,14,81,37562.97,32383.05553632727,5179.914463672732
2012-09-14,14,81,31065.45,32957.940714414304,-1892.4907144143035
2012-09-21,14,81,31133.44,32486.259924872724,-1352.819924872725
2012-09-28,14,81,28566.74,32012.02604528824,-3445.286045288238
2012-10-05,14,81,34230.32,34227.20023571166,3.1197642883416847
2012-10-12,14,81,30948.75,33588.01502241353,-2639.2650224135286
2012-10-19,14,81,31414.28,32725.45869740136,-1311.1786974013594
2012-10-26,14,81,35548.17,32290.990090970387,3257.1799090296117
2012-01-06,14,82,22086.85,24963.438954258098,-2876.588954258099
2012-01-13,14,82,19788.52,20647.046770109842,-858.5267701098419
2012-01-20,14,82,23516.36,20435.04686785592,3081.3131321440815
2012-01-27,14,82,18750.21,23376.103892120842,-4625.893892120843
2012-02-03,14,82,20616.87,19365.492566089513,1251.3774339104857
2012-02-10,14,82,25701.16,21463.353448516893,4237.806551483107
2012-02-17,14,82,27379.61,26455.578454890918,924.0315451090828
2012-02-24,14,82,25599.06,24989.625400747114,609.434599252887
2012-03-02,14,82,26203.38,26897.029684272624,-693.6496842726228
2012-03-09,14,82,28858.11,25934.00300517256,2924.1069948274417
2012-03-16,14,82,29336.51,27076.99517312966,2259.514826870338
2012-03-23,14,82,24524.86,26115.549696135942,-1590.6896961359416
2012-03-30,14,82,24910.08,26284.787348354865,-1374.707348354863
2012-04-06,14,82,33170.23,26705.415587913292,6464.814412086711
2012-04-13,14,82,26183.22,29124.124693457146,-2940.904693457145
2012-04-20,14,82,20555.27,26319.47288640051,-5764.202886400508
2012-04-27,14,82,20763.4,21442.938445908043,-679.5384459080415
2012-05-04,14,82,21852.68,23287.831390559742,-1435.1513905597421
2012-05-11,14,82,24374.24,21966.107432284414,2408.1325677155874
2012-05-18,14,82,23824.99,23748.465786431625,76.52421356837658
2012-05-25,14,82,22535.16,24734.79294008529,-2199.632940085292
2012-06-01,14,82,22417.58,23736.439416586065,-1318.8594165860632
2012-06-08,14,82,25493.36,23861.665888577158,1631.694111422843
2012-06-15,14,82,24948.17,25334.671789032334,-386.5017890323361
2012-06-22,14,82,22207.22,25946.369529581796,-3739.149529581795
2012-06-29,14,82,18932.67,23699.436332875674,-4766.766332875675
2012-07-06,14,82,22519.86,22928.71603274244,-408.8560327424384
2012-07-13,14,82,19417.86,22425.841597688937,-3007.9815976889367
2012-07-20,14,82,20359.88,20807.128571149984,-447.24857114998304
2012-07-27,14,82,18516.03,19420.10595019785,-904.07595019785
2012-08-03,14,82,20520.28,20452.22817074353,68.05182925647023
2012-08-10,14,82,21238.64,19873.001249114124,1365.6387508858752
2012-08-17,14,82,20875.04,21589.91317049361,-714.8731704936108
2012-08-24,14,82,21011.81,20821.228949260727,190.58105073927436
2012-08-31,14,82,21502.87,18389.10418075718,3113.7658192428207
2012-09-07,14,82,25765.91,22553.86728080216,3212.0427191978415
2012-09-14,14,82,20997.96,23821.488197999624,-2823.5281979996253
2012-09-21,14,82,21252.91,21707.25043936981,-454.34043936981107
2012-09-28,14,82,20129.71,21526.829460595392,-1397.1194605953933
2012-10-05,14,82,23738.49,23658.735945297805,79.7540547021963
2012-10-12,14,82,21924.01,23809.47582384656,-1885.46582384656
2012-10-19,14,82,21580.65,22458.464646922912,-877.8146469229105
2012-10-26,14,82,31561.93,22143.883497578685,9418.046502421315
2012-01-06,14,83,13447.38,10695.687461198826,2751.692538801173
2012-01-13,14,83,10023.96,11546.91554048982,-1522.9555404898201
2012-01-20,14,83,11091.77,10269.201842830587,822.5681571694131
2012-01-27,14,83,10272.9,11082.75882684672,-809.8588268467211
2012-02-03,14,83,11141.4,10500.11588344637,641.2841165536302
2012-02-10,14,83,14141.88,9968.255267350376,4173.624732649623
2012-02-17,14,83,10227.48,11209.941209635532,-982.4612096355322
2012-02-24,14,83,10837.07,10532.926754840837,304.1432451591627
2012-03-02,14,83,11392.58,9426.07521835506,1966.5047816449405
2012-03-09,14,83,13063.84,11268.693094207583,1795.1469057924169
2012-03-16,14,83,11095.63,11594.660640926559,-499.0306409265595
2012-03-23,14,83,9610.41,11201.576820815222,-1591.1668208152223
2012-03-30,14,83,10533.25,10236.400838946842,296.84916105315824
2012-04-06,14,83,14217.25,10948.641819178154,3268.608180821846
2012-04-13,14,83,9469.49,12417.328779591699,-2947.8387795916988
2012-04-20,14,83,8493.25,9959.209797923602,-1465.9597979236023
2012-04-27,14,83,8149.56,8676.57476291337,-527.0147629133689
2012-05-04,14,83,12146.85,9496.824788938786,2650.0252110612146
2012-05-11,14,83,11942.09,9910.212112571675,2031.8778874283253
2012-05-18,14,83,9087.47,10593.315054737508,-1505.8450547375087
2012-05-25,14,83,9891.13,9432.140954672257,458.98904532774213
2012-06-01,14,83,8608.63,9961.060035458218,-1352.4300354582192
2012-06-08,14,83,12232.17,9621.832967008213,2610.337032991787
2012-06-15,14,83,9392.52,10778.55851598052,-1386.0385159805192
2012-06-22,14,83,7533.95,9707.358212969795,-2173.4082129697954
2012-06-29,14,83,6824.19,8793.015250099452,-1968.8252500994522
2012-07-06,14,83,11089.03,8074.023847606847,3015.0061523931536
2012-07-13,14,83,8255.2,9709.082681538262,-1453.8826815382617
2012-07-20,14,83,8211.58,8442.258128563228,-230.6781285632278
2012-07-27,14,83,7523.84,8246.82362922001,-722.9836292200107
2012-08-03,14,83,9352.79,8642.930244255362,709.8597557446392
2012-08-10,14,83,10353.02,8694.402957285782,1658.6170427142188
2012-08-17,14,83,7737.27,10033.68589141416,-2296.415891414159
2012-08-24,14,83,11306.69,8493.639182051314,2813.050817948686
2012-08-31,14,83,7336.24,9148.704350358372,-1812.464350358372
2012-09-07,14,83,11296.99,9259.969042748759,2037.0209572512413
2012-09-14,14,83,8116.27,9910.705218812953,-1794.4352188129524
2012-09-21,14,83,8002.83,8537.383821125633,-534.5538211256335
2012-09-28,14,83,6907.81,7275.7503265811765,-367.9403265811761
2012-10-05,14,83,8733.26,8226.661238524252,506.5987614757487
2012-10-12,14,83,8929.48,7971.900138474222,957.5798615257772
2012-10-19,14,83,7104.27,8165.507286977982,-1061.237286977982
2012-10-26,14,83,7547.23,7500.1766896233075,47.053310376692025
2012-01-06,14,85,1537.66,1745.01484408089,-207.35484408088996
2012-01-13,14,85,2009.97,1627.92592444444,382.0440755555601
2012-01-20,14,85,1875.75,1921.3503403228337,-45.600340322833745
2012-01-27,14,85,1737.68,1617.411364029815,120.26863597018496
2012-02-03,14,85,1178.35,1887.3315334537324,-708.9815334537325
2012-02-10,14,85,1895.72,1583.5441030816853,312.1758969183147
2012-02-17,14,85,1606.52,1757.7227323475224,-151.20273234752244
2012-02-24,14,85,1332.76,1664.8965139269524,-332.1365139269524
2012-03-02,14,85,1894.71,1694.455570409484,200.2544295905161
2012-03-09,14,85,1634.16,1648.1433917844265,-13.98339178442643
2012-03-16,14,85,1709.92,1671.0737911694312,38.84620883056891
2012-03-23,14,85,1649.17,1628.9603956745675,20.209604325432565
2012-03-30,14,85,1479.99,1728.773607393239,-248.78360739323898
2012-04-06,14,85,1878.14,1651.488125111479,226.6518748885212
2012-04-13,14,85,1963.28,1657.4892123009945,305.7907876990055
2012-04-20,14,85,1556.15,1803.2740120872893,-247.1240120872892
2012-04-27,14,85,1725.54,1788.2905642653388,-62.75056426533888
2012-05-04,14,85,1668.67,2052.00646229362,-383.3364622936201
2012-05-11,14,85,2247.55,1839.690551210759,407.85944878924124
2012-05-18,14,85,2462.26,2190.5375966072866,271.72240339271366
2012-05-25,14,85,2748.94,2251.8556392385162,497.0843607614838
2012-06-01,14,85,2390.16,2446.767021307042,-56.60702130704203
2012-06-08,14,85,2306.97,2391.947646362339,-84.97764636233933
2012-06-15,14,85,2437.17,2477.583908665383,-40.41390866538313
2012-06-22,14,85,1663.16,2370.4179291149912,-707.2579291149912
2012-06-29,14,85,1581.99,2025.7762563123683,-443.7862563123683
2012-07-06,14,85,1243.07,2017.486624371393,-774.416624371393
2012-07-13,14,85,2094.29,1662.7701932495393,431.5198067504607
2012-07-20,14,85,1933.57,1903.1451298981108,30.424870101889155
2012-07-27,14,85,2235.35,1784.893465251815,450.4565347481848
2012-08-03,14,85,1992.36,2133.1574958686247,-140.79749586862476
2012-08-10,14,85,1895.52,2094.2480850394436,-198.7280850394436
2012-08-17,14,85,1860.79,2065.7305376751788,-204.9405376751788
2012-08-24,14,85,2386.45,2036.1376117218126,350.3123882781872
2012-08-31,14,85,2285.69,2247.9635498816056,37.726450118394496
2012-09-07,14,85,2220.7,2328.833479940172,-108.13347994017204
2012-09-14,14,85,1947.33,2237.670384721452,-290.3403847214522
2012-09-21,14,85,1530.24,2081.119613464301,-550.879613464301
